id,ano,barrio,titulo,descripcion,direccion,longlat,presupuesto,tema,temaResumen,temaScrolli,subtema,beneficiarios,obrasOCampana,votos,estado
120,2015,CARAPACHAY,Mejoramiento de iluminación,Mejoramiento de iluminación ,Acassuso y vías FFCC y calles paralelas a la estación,"-34.52911053,-58.54047952",   87717   ,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,ILUMINACIÓN,POBLACIÓN EN GENERAL,1,160,FINALIZADO
121,2015,CARAPACHAY,Mejoramiento de iluminación ,Mejoramiento de iluminación ,Independencia y Ascasubi hasta Ascasubi y V Sársfield,"-34.530836,-58.5387007",   40438   ,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,ILUMINACIÓN,POBLACIÓN EN GENERAL,1,68,FINALIZADO
122,2015,CARAPACHAY,Mejoraramiento de iluminación ,Mejoramiento de iluminación,Rafael Obligado y Alfredo Guido ,"-34.523785,-58.5425498",   24787   ,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,ILUMINACIÓN,POBLACIÓN EN GENERAL,1,43,FINALIZADO
123,2015,CARAPACHAY,"Plaza DF Sarmiento ""Vida Saludable en la Plaza"" ","Actividades deportivas guiadas (en coordinación con Salud para prevención de obesidad, diabetes, asma, cardiacos, hipertensión. Mediante el desarrollo de actividad física adaptada a la salud y supervisada por médicos)",Mendoza y Lope de Vega,"-34.531922, -58.534101",   43740   ,DEPORTE,OTROS,OTROS,DEPORTES Y RECREACIÓN,POBLACIÓN EN GENERAL,2,51,FINALIZADO
124,2015,CARAPACHAY,Plaza José Ingenieros,Creación de una Biblioteca Infantil ,Dr José Ingenieros y Cosme Argerich ,"-34.53102774,-58.5447413",   396788   ,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,56,FINALIZADO
125,2015,CARAPACHAY,Reducidores de velocidad,Reducidores de velocidad,Navarro y Esquiú y Navarro y Mendoza,"-34.5247076,-58.5258069",   13040   ,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,TRÁNSITO,POBLACIÓN EN GENERAL,1,15,FINALIZADO
126,2015,CARAPACHAY,Reducidores de velocidad,Reducidores de velocidad,Borges y G Méndez,"-34.5248639,-58.5328333",   6520   ,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,TRÁNSITO,POBLACIÓN EN GENERAL,1,10,FINALIZADO
127,2015,CARAPACHAY,Reducidores de velocidad,Reducidores de velocidad,Acassuso y Armenia,"-34.528308, -58.534886",   6520   ,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,TRÁNSITO,POBLACIÓN EN GENERAL,1,5,FINALIZADO
128,2015,CARAPACHAY,Reducidores de velocidad ,Reducidores de velocidad,Derqui y Av Mitre hasta Derqui y Washington ,"-34.52496651,-58.53686416",   13040   ,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,TRÁNSITO,POBLACIÓN EN GENERAL,1,16,FINALIZADO
129,2015,CARAPACHAY,Reducidores de velocidad ,Reducidores de velocidad,C Tejedor y M Garcia hasta C Tejedor y Albarellos,"-34.526747,-58.5296492",   58680   ,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,TRÁNSITO,POBLACIÓN EN GENERAL,1,16,FINALIZADO
130,2015,CARAPACHAY,UAP Burman y UAP 25 de Mayo.,Adquirir 2 desfibriladores automáticos para las UAPS ,Ituzaingó 5725/ Rafael Obligado 5280,"-34.52784915,-58.53729097",   59320   ,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA SANITARIA,SANITARIA,POBLACIÓN EN GENERAL,1,255,FINALIZADO
131,2015,FLORIDA ESTE,Cámaras de vigilancia urbana conectadas al Centro de Monitoreo Municipal,Compra e instalación de 24 cámaras fijas y domo,Ubicación random dentro del barrio,"-34.530554, -58.480305",   1385021   ,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,CÁMARAS,POBLACIÓN EN GENERAL,1,404,FINALIZADO
132,2015,FLORIDA ESTE,Escuela Primaria Nº 3,Reemplazo de caldera y bombas,Av Gral José de San Martín 2301,"-34.5296328,-58.4983468",   209500   ,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,437,FINALIZADO
133,2015,FLORIDA ESTE,Jardín de Infantes Nº 911,Cambio de puertas de entrada y rejas,R de Escalada de San Martín 1510,"-34.528518, -58.493824",   174830   ,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,428,FINALIZADO
134,2015,FLORIDA OESTE,Barrio Las Flores ,Ampliación de red cloacal (Etapa 1),Melo y Berutti,"-34.5493077,-58.5241723",   688000   ,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA SANITARIA,SANITARIA,POBLACIÓN VULNERABLE,1,286,FINALIZADO
135,2015,FLORIDA OESTE,Escuela Primaria Nº 14,"Puesta en valor: sala de informática, armado de la red y capacitación docente",Julio Argentino Roca 3990,"-34.5411364,-58.514051",   65420   ,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,87,FINALIZADO
136,2015,FLORIDA OESTE,Escuela Primaria Nº 17,"Adquisición de computadoras y equipos para la sala de informática, armado de la red y capacitación docente",Gervasio Mendez 2050,"-34.536366,-58.52168832",   121130   ,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,385,FINALIZADO
137,2015,FLORIDA OESTE,Sociedad de Fomento Hipólito Yrigoyen,Construcción de un SUM (100 metros cuadrados),Hipólito Yrigoyen 4567,"-34.53911502,-58.52236661",   3480000   ,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EN DEPORTES Y RECREACIÓN,DEPORTES Y RECREACIÓN,POBLACIÓN EN GENERAL,1,353,FINALIZADO
138,2015,FLORIDA OESTE,"UAPs Bermúdez,Blanca Acosta y URI R Carrillo",Adquirir 3 desfibriladores automáticos para las UAPs ,Pres Hipólito Yrigoyen 4601/ M Sánchez de Thompson 1141/ Florentino Ameghino 946,"-34.543854,-58.514023",   88980   ,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA SANITARIA,SANITARIA,POBLACIÓN EN GENERAL,1,360,FINALIZADO
139,2015,LA LUCILA,Barrio El Ceibo,Puesta en valor de la cancha de futbol y vóley,Alte Brown 3800,"-34.49392277,-58.48089843",   178698   ,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EN DEPORTES Y RECREACIÓN,DEPORTES Y RECREACIÓN,POBLACIÓN VULNERABLE,1,269,FINALIZADO
140,2015,LA LUCILA,Cámaras de vigilancia urbana conectadas al Centro de Monitoreo Municipal,Compra e instalación de 14 cámaras fijas y domo,Ubicación random dentro del barrio,"-34.496585, -58.493780",   788326   ,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,CÁMARAS,POBLACIÓN EN GENERAL,1,162,FINALIZADO
141,2015,LA LUCILA,Campañas de comunicación y difusión para fortalecer la conciencia ambiental,Campañas de comunicación y difusión para fortalecer la conciencia ambiental,Ubicación random dentro del barrio,"-34.500900, -58.493437",   35400   ,AMBIENTE,AMBIENTE,AMBIENTE,RECICLADO,POBLACIÓN EN GENERAL,2,33,FINALIZADO
142,2015,LA LUCILA,Demarcación y señalización prohibición de estacionar en esquinas donde doblan colectivos,Demarcación y señalización prohibición de estacionar en esquinas donde doblan colectivos,Ubicación random dentro del barrio,"-34.502102, -58.486441",   60000   ,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,TRÁNSITO,POBLACIÓN EN GENERAL,1,18,FINALIZADO
143,2015,LA LUCILA,Escuela Primaria Nº 16 “Marcelino Ugarte”,Puesta en valor de la fachada del edificio,Dr Tomás Anchorena 901,"-34.49955308,-58.49057007",   310000   ,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,253,FINALIZADO
144,2015,LA LUCILA,Mejoramiento de iluminación,Mejoramiento de iluminación,"Zona comprendida entre Paraná, Elflein y Libertador ","-34.4980634,-58.4896101",   125169   ,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,ILUMINACIÓN,POBLACIÓN EN GENERAL,1,32,FINALIZADO
145,2015,LA LUCILA,Plantación de especies autóctonas en el barrio,Plantación de especies autóctonas en el barrio,Ubicación random dentro del barrio,"-34.502845, -58.493308",   71376   ,AMBIENTE,AMBIENTE,AMBIENTE,ARBOLADO,POBLACIÓN EN GENERAL,1,46,FINALIZADO
146,2015,LA LUCILA,Reducidores de velocidad ,Reducidores de velocidad,Mariano Moreno y Wineberg,"-34.49721654,-58.49332299",   7050   ,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,TRÁNSITO,POBLACIÓN EN GENERAL,1,5,FINALIZADO
147,2015,LA LUCILA,UAP El Ceibo y la UAP Arcuri,Adquirir 2 desfibriladores automáticos para las UAPS,Bermúdez y el Rio/ Tucumán 3339,"-34.5032404,-58.4949422",   59320   ,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA SANITARIA,SANITARIA,POBLACIÓN EN GENERAL,1,141,FINALIZADO
148,2015,MUNRO,Cámaras de vigilancia urbana conectadas al Centro de Monitoreo Municipal,Compra e instalación de 9 cámaras fijas y domo,Ubicación random dentro del barrio,"-34.530815, -58.518429",   485644   ,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,CÁMARAS,POBLACIÓN EN GENERAL,1,367,FINALIZADO
149,2015,MUNRO,Campaña de concientización y primeros auxilios,RCP (Resucitación Cardiopulmonar) y primeros auxilios para comunidad,Ubicación random dentro del barrio,"-34.529188, -58.514739",   38950   ,EDUCACIÓN,EDUCACIÓN,EDUCACIÓN,SALUD,POBLACIÓN EN GENERAL,2,86,FINALIZADO
150,2015,MUNRO,Escuela Primaria Nº 19 ,Reemplazo total del piso del escenario del salón de actos,ARMENIA 2449,"-34.5300931,-58.5217481",   125900   ,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,385,FINALIZADO
151,2015,MUNRO,"Jardín Maternal Municipal Nº 15 ""San Juan Macías""",Construcción de un Salón de Usos Múltiples,Panamá 3948,"-34.51409125,-58.52617431",   1142959   ,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,728,FINALIZADO
152,2015,MUNRO,Mejorar seguridad vial ,Mejorar seguridad vial en 5 esquinas,Villate y la vía FFCC Belgrano,"-34.5325459,-58.5231044",   100   ,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,TRÁNSITO,POBLACIÓN EN GENERAL,1,243,FINALIZADO
153,2015,MUNRO,Polideportivo de Munro,Adquirir un desfibrilador automático y un equipo de audio para el Polideportivo de Munro,José Hernández y la via ,"-34.53055753,-58.52647431",   48630   ,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA SANITARIA,SANITARIA,POBLACIÓN EN GENERAL,1,72,FINALIZADO
154,2015,MUNRO,UAPS: Paul Harris - Padre Barbero - Marzano - Sgto Cabral- Negrete- Barreiro Aguirre ,Adquirir 6 desfibriladores automáticos para todas las UAPs de Munro,Sargento Cabral 2880/ Sivori 5050/ Villate 3675/ Sgto Cabral 3221/ Rivera 6001/ Sgto Baigorria 2461,"-34.5310456,-58.5263066",   177960   ,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA SANITARIA,SANITARIA,POBLACIÓN EN GENERAL,1,339,FINALIZADO
155,2015,OLIVOS,Cámaras de vigilancia urbana conectadas al Centro de Monitoreo Municipal,Compra e instalación de 32 cámaras fijas y domo,Ubicación random dentro del barrio,"-34.504341, -58.502798",   1636724   ,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,CÁMARAS,POBLACIÓN EN GENERAL,1,389,FINALIZADO
156,2015,OLIVOS,Mejoramiento de iluminación ,Mejoramiento de iluminación ,R S Peña y O'Higgins hasta Ayacucho,"-34.5160907,-58.5052981",   48381   ,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,ILUMINACIÓN,POBLACIÓN EN GENERAL,1,149,FINALIZADO
157,2015,VICENTE LÓPEZ,Cámaras de vigilancia urbana conectadas al Centro de Monitoreo Municipal,Compra e instalación de 11 cámaras fijas y domo,Ubicación random dentro del barrio,"-34.532318, -58.479022",   543385   ,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,CÁMARAS,POBLACIÓN EN GENERAL,1,368,FINALIZADO
158,2015,VICENTE LÓPEZ,Escuela Secundaria Nº 6,Mejoramiento de iluminación de la vía pública,Agustín Álvarez 1459,"-34.5330424,-58.4775113",   63414   ,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,ILUMINACIÓN,POBLACIÓN EN GENERAL,1,196,FINALIZADO
159,2015,VICENTE LÓPEZ,Mejoramiento de iluminación ,Mejoramiento de iluminación ,Melo 1400,"-34.52875442,-58.47869301",   59262   ,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,ILUMINACIÓN,POBLACIÓN EN GENERAL,1,61,FINALIZADO
160,2015,VILLA ADELINA,Cámaras de vigilancia urbana conectadas al Centro de Monitoreo Municipal,Compra e instalación de 19 cámaras fijas y domo,Ubicación random dentro del barrio,"-34.512987, -58.552969",   972926   ,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,CÁMARAS,POBLACIÓN EN GENERAL,1,253,FINALIZADO
161,2015,VILLA ADELINA,Campaña de concientización sobre convivencia responsable con animales de compañía,Talleres en escuelas del barrio,Ubicación random dentro del barrio,"-34.524034, -58.540768",   60000   ,EDUCACIÓN,EDUCACIÓN,EDUCACIÓN,EDUCACIÓN,NIÑOS,2,39,FINALIZADO
162,2015,VILLA ADELINA,Centro Comercial de Paraná,"Luminarias para peatón, demarcación horizontal y rampas en esquinas",Paraná 6200-6600,"-34.52484143,-58.54752809",   688000   ,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,ILUMINACIÓN,POBLACIÓN EN GENERAL,1,141,FINALIZADO
163,2015,VILLA ADELINA,Escuela de Educación Técnica Nº 1 ,Cambio de sentido de las aberturas y nueva conexión eléctrica con Edenor,Cerrito 3966,"-34.529122, -58.550004",   150000   ,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,JÓVENES,1,228,FINALIZADO
164,2015,VILLA ADELINA,Escuela Primaria Nº 28,Obras de albañilería en baños,Gdor Castro 3720,"-34.5330379,-58.5494822",   165658   ,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,249,FINALIZADO
165,2015,VILLA ADELINA,Mejoramiento de Iluminación ,Mejoramiento de Iluminación ,Santiago del Estero y M Pedraza hasta Primera Junta y Santiago del Estero ,"-34.5286524,-58.5478258",   112315   ,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,ILUMINACIÓN,POBLACIÓN EN GENERAL,1,59,FINALIZADO
166,2015,VILLA ADELINA,Mejoramiento de Iluminación ,Mejoramiento de Iluminación ,R Obligado y Marcos Sastre hasta J José Ingenieros,"-34.526379, -58.545448",   12524   ,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,ILUMINACIÓN,POBLACIÓN EN GENERAL,1,39,FINALIZADO
167,2015,VILLA ADELINA,Reducidores de velocidad,Reducidores de velocidad,F C Rodríguez y Santa Fe,"-34.5302396,-58.5521613",   9750   ,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,TRÁNSITO,POBLACIÓN EN GENERAL,1,22,FINALIZADO
168,2015,VILLA ADELINA,Reducidores de velocidad ,Reducidores de velocidad,Grierson y Viamonte,"-34.52142392,-58.53608759",   9750   ,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,TRÁNSITO,POBLACIÓN EN GENERAL,1,6,FINALIZADO
169,2015,VILLA ADELINA,Semáforo ,Semáforo ,Obligado y Silveyra,"-34.5265163,-58.5478221",   111940   ,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,TRÁNSITO,POBLACIÓN EN GENERAL,1,29,FINALIZADO
170,2015,VILLA ADELINA,Semáforo de giro ,Semáforo de giro ,Av Ader y R Obligado,"-34.5300554,-58.5475516",   32076   ,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,TRÁNSITO,POBLACIÓN EN GENERAL,1,85,FINALIZADO
171,2015,VILLA ADELINA,Torre Ader,Equipamiento y mejoramiento de iluminación,Castelli y Triunvirato,"-34.534082, -58.545220",   73000   ,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,ILUMINACIÓN,POBLACIÓN EN GENERAL,1,30,FINALIZADO
172,2015,VILLA ADELINA,UAP Scalise,Adquirir 1 desfibrilador automático ,Cajaraville 4042,"-34.5259399,-58.5476816",   29660   ,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA SANITARIA,SANITARIA,POBLACIÓN EN GENERAL,1,157,FINALIZADO
173,2015,VILLA MARTELLI,Barrio Habana ,Ampliación de la red cloacal (Etapa 1),Habana y Venezuela ,"-34.5561125,-58.5191571",   395000   ,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA SANITARIA,SANITARIA,POBLACIÓN VULNERABLE,1,446,FINALIZADO
174,2015,VILLA MARTELLI,Cámaras de vigilancia urbana conectadas al Centro de Monitoreo Municipal,Compra e instalación de 16 cámaras fijas y domo,Ubicación random dentro del barrio,"-34.552328, -58.520499",   1082823   ,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,CÁMARAS,POBLACIÓN EN GENERAL,1,277,FINALIZADO
175,2015,VILLA MARTELLI,Campaña de concientización sobre convivencia responsable con animales de compañía,Talleres en escuelas del barrio,Paraguay 159,"-34.51409125,-58.52617431",   60000   ,EDUCACIÓN,EDUCACIÓN,EDUCACIÓN,SALUD,NIÑOS,2,27,FINALIZADO
176,2015,VILLA MARTELLI,Compra de jaulas trampa para el área de zoonosis,Compra de jaulas trampa para el área de zoonosis,Bermúdez 3484,"-34.5113269,-58.5148345",   24200   ,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA SANITARIA,SANITARIA,ANIMALES DE COMPAÑÍA,1,14,FINALIZADO
177,2015,VILLA MARTELLI,Escuela Primaria Nº 20 ,"Adquisición de 2 cocinas industriales y materiales para laboratorio, para educación física y para la biblioteca",Gral Balcarce 650,"-34.5503705,-58.51852111",   65626   ,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,356,FINALIZADO
178,2015,VILLA MARTELLI,Escuela Primaria Nº 7,Adquirir una impresora láser y acondicionar el cableado de la sala de informática,Laprida 3664,"-34.5474957,-58.5029321",   33679   ,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,221,FINALIZADO
179,2015,VILLA MARTELLI,Jardín de Infantes Nº 918 ,Juegos infantiles para el patio con piso antigolpes,Moldes y Balcarce,"-34.55180719,-58.51995976",   107944   ,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,278,FINALIZADO
180,2015,VILLA MARTELLI,Mejoramiento de iluminación,Mejoramiento de iluminación,Echeverría y Vanini/ Vías del FFCC Belgrano,"-34.5443076,-58.4987665",   69600   ,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,ILUMINACIÓN,POBLACIÓN EN GENERAL,1,82,FINALIZADO
181,2015,VILLA MARTELLI,Organizar actividades deportivas en las Plazas del Barrio,Organizar actividades deportivas en las Plazas del Barrio,Plaza Vienni y Plaza Almafuerte,"-34.550082, -58.519590",   43740   ,DEPORTE,OTROS,OTROS,DEPORTES Y RECREACIÓN,POBLACIÓN EN GENERAL,2,42,FINALIZADO
182,2015,VILLA MARTELLI,Plantar árboles ,Plantar árboles ,Av Mitre y Zufriategui hasta Av Mitre y Melo,"-34.5416673,-58.5081685",   23390   ,AMBIENTE,AMBIENTE,AMBIENTE,ARBOLADO,POBLACIÓN EN GENERAL,1,28,FINALIZADO
183,2015,VILLA MARTELLI,Reducidores de velocidad ,Reducidores de velocidad ,Méjico y EEUU/ EEUU y Alsina,"-34.6195877,-58.3996258",   14100   ,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,TRÁNSITO,POBLACIÓN EN GENERAL,1,45,FINALIZADO
184,2015,VILLA MARTELLI,Señalizar estacionamiento para discapacitados en el Centro Comercial del barrio,Señalizar estacionamiento para discapacitados en el Centro Comercial del barrio ,Debenedetti y Rawson,"-34.53181277,-58.54379457",   51000   ,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,TRÁNSITO,POBLACIÓN EN GENERAL,1,38,FINALIZADO
185,2015,VILLA MARTELLI,UAP Llobera y la UAP Ravazzoli,Adquirir 2 desfibriladores automáticos,Estados Unidos 314/ Moldes 4900,"-34.5468977,-58.5047952",   59320   ,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA SANITARIA,SANITARIA,POBLACIÓN EN GENERAL,1,178,FINALIZADO
186,2016,CARAPACHAY,Cámaras de vigilancia urbana conectadas al Centro de Monitoreo Municipal,Compra e instalación de 5 cámaras fijas y domo,Ubicación random dentro del barrio,"-34.527926, -58.531535",   501325   ,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,CÁMARAS,POBLACIÓN EN GENERAL,1,296,FINALIZADO
187,2016,CARAPACHAY,Campaña sobre RCP y primeros auxilios,Dictar cursos de RCP y primeros auxilios en instituciones del barrio,Ubicación random dentro del barrio,"-34.529765, -58.541406",   100   ,EDUCACIÓN,EDUCACIÓN,EDUCACIÓN,SALUD,POBLACIÓN EN GENERAL,2,101,FINALIZADO
188,2016,CARAPACHAY,Centro Cultural Municipal de Carapachay,Crear una Biblioteca en el Centro Cultural Carapachay ,Ituzaingó 5442,"-34.5285515,-58.53213791",   156790   ,INFRAESTRUCTURA COMUNITARIA,OTROS,CULTURA,CULTURA,POBLACIÓN EN GENERAL,1,145,FINALIZADO
189,2016,CARAPACHAY,Escuela Primaria Nº 18 y Escuela Secundaria Nº 3 ,Construcción de baño para discapacitados,Drysdale 5615 y 5635,"-34.5271689,-58.5359963",   443147   ,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS Y JÓVENES,1,296,FINALIZADO
190,2016,CARAPACHAY,Jardín Maternal Municipal Nº 7 ,Construcción de un SUM,Alfredo Guido 3644,"-34.52534152,-58.53862564",   2205363   ,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,707,FINALIZADO
191,2016,FLORIDA ESTE,Cámaras de vigilancia urbana conectadas al Centro de Monitoreo Municipal,Compra e instalación de 8 cámaras fijas y domo,Ubicación random dentro del barrio,"-34.530555, -58.487515",   806080   ,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,CÁMARAS,POBLACIÓN EN GENERAL,1,318,FINALIZADO
192,2016,FLORIDA ESTE,Camino seguro al Hospital,"Reparación de veredas, colocación de rampas y señalización",H Yrigoyen 1500-1800,"-34.52244767,-58.48842558",   523852   ,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,RAMPAS,POBLACIÓN EN GENERAL,1,198,FINALIZADO
193,2016,FLORIDA ESTE,Campaña de promoción de la lectura,"Programa ""Equilibro Ambulante"", en escuelas del barrio ",Escuelas Primarias y Jardines de Infantes del Barrio,"-34.5235447,-58.4836736",   150000   ,EDUCACIÓN,EDUCACIÓN,EDUCACIÓN,EDUCACIÓN,NIÑOS,2,81,FINALIZADO
194,2016,FLORIDA ESTE,Campaña educativa en higiene urbana y reciclado,Campaña educativa en higiene urbana y reciclado,Ubicación random dentro del barrio,"-34.527692, -58.503779",   41600   ,AMBIENTE,AMBIENTE,AMBIENTE,RECICLADO,POBLACIÓN EN GENERAL,2,151,FINALIZADO
195,2016,FLORIDA ESTE,Campaña sobre RCP y primeros auxilios,Concientización en RCP y primeros auxilios en instituciones del barrio,Ubicación random dentro del barrio,"-34.531899, -58.495497",   100   ,EDUCACIÓN,EDUCACIÓN,EDUCACIÓN,SALUD,POBLACIÓN EN GENERAL,2,121,FINALIZADO
196,2016,FLORIDA ESTE,Colocación de un semáforo,Colocación de un semáforo,Laprida y Ayacucho,"-34.53944517,-58.48610326",   132271   ,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,TRÁNSITO,POBLACIÓN EN GENERAL,1,67,FINALIZADO
